"output_id","image_filename","status","source_path","destination_path"
"10","b03b27b5fdd6500df047aa8a82d4827d3d3b8f9777a49c179cdc69df66bb57fc.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_10\images\b03b27b5fdd6500df047aa8a82d4827d3d3b8f9777a49c179cdc69df66bb57fc.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_10\images\b03b27b5fdd6500df047aa8a82d4827d3d3b8f9777a49c179cdc69df66bb57fc.jpg"
"10","b0df1d93d8e150409333aad94c56a6a32edde0e475c4a7f7a45c1eb12916eabc.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_10\images\b0df1d93d8e150409333aad94c56a6a32edde0e475c4a7f7a45c1eb12916eabc.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_10\images\b0df1d93d8e150409333aad94c56a6a32edde0e475c4a7f7a45c1eb12916eabc.jpg"
"10","c2b3bddef4255c03bcfbcbb912f95aacb1b1c69a11b6c51dd3eec36b4c305c07.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_10\images\c2b3bddef4255c03bcfbcbb912f95aacb1b1c69a11b6c51dd3eec36b4c305c07.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_10\images\c2b3bddef4255c03bcfbcbb912f95aacb1b1c69a11b6c51dd3eec36b4c305c07.jpg"
"10","d46ac87d44421dc2147c8698326656b42ece1f3e3c69acc83becdb6e97da290e.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_10\images\d46ac87d44421dc2147c8698326656b42ece1f3e3c69acc83becdb6e97da290e.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_10\images\d46ac87d44421dc2147c8698326656b42ece1f3e3c69acc83becdb6e97da290e.jpg"
"10","d777de9d9f9e6d61132c4b4a553f26a5daf35ddba0a87627e553541711e4e971.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_10\images\d777de9d9f9e6d61132c4b4a553f26a5daf35ddba0a87627e553541711e4e971.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_10\images\d777de9d9f9e6d61132c4b4a553f26a5daf35ddba0a87627e553541711e4e971.jpg"
"10","e3f314efa382f44868f31e928a98f018379bec01e091b3764baa372e734acb2f.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_10\images\e3f314efa382f44868f31e928a98f018379bec01e091b3764baa372e734acb2f.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_10\images\e3f314efa382f44868f31e928a98f018379bec01e091b3764baa372e734acb2f.jpg"
"10","f3efe7023b4f812a172bb0ee380af95928dcb3e61c09f67945c4c0c3effedf69.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_10\images\f3efe7023b4f812a172bb0ee380af95928dcb3e61c09f67945c4c0c3effedf69.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_10\images\f3efe7023b4f812a172bb0ee380af95928dcb3e61c09f67945c4c0c3effedf69.jpg"
"10","f4fd5bf35c1a4058d341cd38f551bf1ffdb45aba1386421fc803f480e8271de7.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_10\images\f4fd5bf35c1a4058d341cd38f551bf1ffdb45aba1386421fc803f480e8271de7.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_10\images\f4fd5bf35c1a4058d341cd38f551bf1ffdb45aba1386421fc803f480e8271de7.jpg"
"100","0619abee312c04aa92ca2da8b28a18a1880354df8a2cfe6e5714dc381c0107a5.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_100\images\0619abee312c04aa92ca2da8b28a18a1880354df8a2cfe6e5714dc381c0107a5.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_100\images\0619abee312c04aa92ca2da8b28a18a1880354df8a2cfe6e5714dc381c0107a5.jpg"
"100","0b61b64dcae2709f90c616d8bb0f333c5ba57804ee3ba118191192fe1e803133.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_100\images\0b61b64dcae2709f90c616d8bb0f333c5ba57804ee3ba118191192fe1e803133.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_100\images\0b61b64dcae2709f90c616d8bb0f333c5ba57804ee3ba118191192fe1e803133.jpg"
"100","0de32ef48bf180fe0049cc869099d7d30952450d3d06a4ffbe5cd25626ab139c.jpg","copied","C:\Users\Administrator\Desktop\CATDA\CATDA\data\processed_papers\paper_100\images\0de32ef48bf180fe0049cc869099d7d30952450d3d06a4ffbe5cd25626ab139c.jpg","C:\Users\Administrator\Desktop\知识图谱\MAGE-graph\output_100\images\0de32ef48bf180fe0049cc869099d7d30952450d3d06a4ffbe5cd25626ab139c.jpg"
